sgRNA_sequence,Ga_chimeric,Repository_page_link,Vector_type,tTA_TEV,Status_Milestone_cDNA,oGPCR_Uni,Name,Status_Milestone_CRISPR,Promoter,Presto_protease,Vector_page_link,Empty,Chimeric_Uni,Repository,Gene,Data_page_link,Vector_ID,Vector_backbone_id,oGPCR,Tag,RRID,id,pharosReady
not applicable,null,https://www.addgene.org/140981/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasL-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R7,https://www.nature.com/articles/s41589-020-0535-8,addgene140981,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4d2eb6e8-73c4-41c7-b354-3d8c88064824,true
not applicable,null,https://www.addgene.org/140981/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasL-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R8,https://www.nature.com/articles/s41589-020-0535-8,addgene140981,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/255564c9-b22a-4a05-b6f8-a9f7bb68f826,true
not applicable,null,https://www.addgene.org/140981/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasL-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R9,https://www.nature.com/articles/s41589-020-0535-8,addgene140981,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/5528b024-55b8-4c2a-89e4-24ff963d189c,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRA1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/129a2de7-c927-435f-98c1-8ff6e3fe7224,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRA3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d3b189af-63a5-41eb-8d0c-8e7c30c79e28,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRB2,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/35a8fdd5-7e0d-478f-929c-26fa5afe2df9,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRB3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/427463ad-368b-429c-acae-21527786ec17,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRD1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4730853f-845a-4ed0-9f9b-d7ceb651e671,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRD2,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/fe8cf433-6445-4b45-bb4e-9e6641b02cb1,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRE1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ac50ec17-86af-41b9-9867-1af911f470be,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRE3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/62b2aba7-74e6-4187-8929-14eb3e46d547,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ac4c3815-6229-40f2-8899-3112237d65a8,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF2,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6227614c-a695-4a47-bdaf-dee61c94b0ef,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/fbac90c9-31da-41b5-826c-130ddd0fcabc,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF4,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/5db8683c-fc52-418e-91e2-f76c9d3acf60,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF5,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d4d8833f-dbed-44e2-affe-d92d14aff3b4,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG2,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/1ad7e29c-4357-43a6-aa88-18d43e7b1ebd,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8cc83d5d-f83d-4bd9-8190-1adddf4793a3,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG4,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/fc9e2a24-c750-4583-96a7-530c28280d87,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG5,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/3ab5b068-1cbb-42a1-9b63-9911bf29100f,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG7,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c05c6f98-ebe3-4b6e-9102-fac37833f1ab,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,FZD10,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e1355379-f49c-4da3-a0d2-bc921038a5e4,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GNRHR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/a9f4310e-088b-4e53-8e52-ff190d08da36,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR101,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f2889a6a-6611-48ab-b05f-d581c0d52af8,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR12,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/10184613-f31f-48a5-9b60-ff2b8c6aee03,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR135,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ab2d3bf1-8308-4914-ba6e-0f1063d7acb1,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR137,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/64c8adb5-3463-4c8e-a01b-adf8ad2346e2,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR139,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/62e4835f-6f89-41d7-a742-1843246a8fce,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR141,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/9f65f1f1-20df-4666-84a9-67b712d55e7a,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR142,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/1448d367-f1b6-4950-82d5-660ad75583cc,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR146,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8547fb23-101c-4806-aec5-8102b143ce1a,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR149,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/9c62db82-abcf-4fd7-985e-ff5f3b1720fb,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR150,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/95993283-bc71-4ec7-b469-5abd67d550c0,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR151,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/99687601-113b-4e2e-93c2-e58536d04b47,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR152,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/a60c2b0a-0472-48f7-9070-a878b3edf3b2,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR153,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/9633acb5-917d-45ba-aba0-8534d6d2ce5f,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR156,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/719a285f-9393-4eb7-9fbc-12c5ea8a6d48,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR157,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4a84f030-3451-49bc-adee-d5d865c67ba3,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR160,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4e6eda94-236e-40da-9d0f-69660ca9ad43,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR162,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/1959c129-25d4-4660-875e-a58b1bb6da34,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR171,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8ebf9707-b817-46d6-bf68-3e637cf9c8f4,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR173,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/119cfe9d-1766-4a65-ac72-d86858ac3ccc,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR174,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2703b1fc-0abc-447e-9c04-ba613448629d,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR18,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4e94c2e4-bebd-4ba8-89a5-f84e27482b01,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR19,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4638d0c8-2c6c-4804-b071-e32e182f7d89,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR20,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7d6920e0-bfcf-4fc0-80b1-0d3b0e8fc2b9,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR21,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f99699c6-3f13-494e-b0be-d0798a1f916c,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR22,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c58ff877-0e2f-43d7-8d11-e7e63ee88c1e,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR25,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b024d5b8-4c95-4237-9868-c844e6714809,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR26,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/245e0a57-b411-40d6-bd30-ae87ce374c1b,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR27,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/aa724324-781d-4de9-8021-a5a97021f806,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2c719026-0df9-408c-b119-4a7b0e56b237,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR31,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f13afc09-6aee-4569-85d9-a477c14cd818,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR32,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f3b4a5e2-96f6-43c2-82d6-57b0fe17e8de,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR34,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ce57f9c0-26f7-4e34-85a4-fcc1eba42464,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR37L1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/48ffa565-d867-4e1a-92b2-33742229b268,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR4,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/0249affe-ceb5-4637-bfe7-07ead37e8458,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR45,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/fc4185f8-ae4a-4176-8ac8-691867ba097a,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR52,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/1ba0e3c7-300c-479b-835c-572598ad2cd8,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR6,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ba24c724-19f9-4b32-9c38-bd61a029e8d3,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR61,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/fef35965-0c4a-490f-9d5d-0773cc4ae661,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR62,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/caa16147-01e1-4b04-831c-238e06fcec5f,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR63,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f407de3d-8f1d-43c2-968f-c71df77f48f8,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR65,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c2c2dce6-4110-4595-b63a-e0dc223b47f1,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR75,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/55279867-ba33-433b-a9f6-75379db3e662,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR78,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/97196915-2ccf-412d-9939-3c5a2f6039b4,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR82,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c1dddcb9-653f-4b87-8216-3ff4a0cbd8c3,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR85,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6000de4f-d5ff-43a5-a01f-0d861eb52f79,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR87,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c9ffccd4-1c52-44f5-884c-69ab10757d13,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR88,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/26114faa-8b4e-4312-9221-03d2a54c02f9,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPRC5A,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/122cdfff-a549-4d2e-a218-9aff8d912e1b,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPRC5B,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/3dc598c9-0c95-4318-8eb1-d99c03236df6,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPRC5C,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/af94cd4c-aa18-44ae-91f5-d72403121fed,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPRC5D,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e0dbe3f3-0420-428c-8b28-d7b01a5dbc1a,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,HCAR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e5a34841-5983-4b7a-814a-961ebbbb954d,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,HCAR3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2dabd041-4a77-45ae-b05e-5f6f61f054e4,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,LPAR6,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/a4d3390a-a1d6-42ee-8889-a135aa52b01f,true
