sgRNA_sequence,Ga_chimeric,Repository_page_link,Vector_type,tTA_TEV,Status_Milestone_cDNA,oGPCR_Uni,Name,Status_Milestone_CRISPR,Promoter,Presto_protease,Vector_page_link,Empty,Chimeric_Uni,Repository,Gene,Data_page_link,Vector_ID,Vector_backbone_id,oGPCR,Tag,RRID,id,pharosReady
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,MRGPRX2,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/abffd672-b1a7-4d01-81f7-db681a864b8f,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,MRGPRX3,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/47a5adad-6dc5-4183-bfce-30b735ccac32,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,MRGPRX4,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/aa50f32e-e282-48d4-b0ee-3ecc0060d8d4,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,NPBWR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/8218224f-7f9d-450c-8b8a-d5854fd6f760,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,NPBWR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/370b4687-e6ad-44f7-bbda-3e1d0261f654,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,OXER1,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/277984c2-038e-48f7-92f8-61572c95d85d,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,OXGR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/f7b73c60-ff8f-4ff3-8cdb-3a9e8827bbc3,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,P2RY10,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/912b27a6-e924-46c6-918d-09c1995dbb48,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,PROKR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/f9fab7a7-b96a-4dc9-9e3b-3b91b356adc5,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,QRFPR,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/e3cbcb68-52df-47ef-bce8-91be7e7a3ee0,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,RXFP4,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/f2712d97-1593-4ff6-ae42-233ca8d602ea,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAAR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/3820efc0-1a9b-4d00-b65b-a73b5bfb2b09,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAAR3P,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/0651676a-55d6-4ad5-ad06-61e4c608f77d,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAAR8,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/36c0694f-cdcc-4b91-80ba-1f963a99b6ee,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAAR9,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/06efaacf-2ab9-4d03-9b3e-cb3d73dd679b,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R1,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/d31edf7c-5ad7-4575-9bb2-d818a32c97fb,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R10,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/89ea937c-3472-490b-afce-541e58846dc5,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R13,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/8b44dbda-6f61-48d2-a6df-0a290b64c34d,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R14,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/81a9d087-9f16-457b-9167-30598ee95844,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R16,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/badb6342-f277-4982-a834-77698b50f38a,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R19,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/b265a95a-d1f2-4034-b74d-b6399084f9df,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R20,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/3ff2ad17-fc87-4887-b2b2-11f59f56c92a,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R3,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/933fd51c-1d90-4114-9a0d-03eb027b050c,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R30,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/aa4ff2b6-4c40-44e7-a49e-45dfb3936a46,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R31,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/a5bc7e05-944d-4262-82d4-e1907943339a,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R39,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/bea23006-c061-4480-bdab-40a74a1522db,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R4,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/cedc60b1-5243-4879-9c44-4c76587608e8,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R40,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/4b1e8e74-12fc-4d1c-aeb5-408887e874b0,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R41,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/4fa9b702-be23-4ff5-a4e0-af5cdbf7fae3,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R42,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/c6ef3235-30fa-4bbc-81a9-21b996590ca6,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R43,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/431b6c4a-97a5-460d-aa13-c4dabf4e0b8c,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R46,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/15be6199-803b-45da-880b-100b1b4ab08c,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R5,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/fc9ea788-442e-4994-b970-1a84aaaf244d,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R50,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/391106b3-b73f-4f8b-a7f3-14f7606c65e9,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R60,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/765aa183-282a-40e0-b15e-9530a66917b6,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R7,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/e3677bcd-cb76-41f0-a568-e7d710c1febb,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R8,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/74998949-a815-43d2-af27-02d4d392a579,true
not applicable,null,https://www.addgene.org/140992/,cDNA,null,null,null,pcDNA3.1-GGamma13-GFP2,null,CMV,null,not applicable,No,null,addgene,TAS2R9,https://www.nature.com/articles/s41589-020-0535-8,addgene140992,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/4535ef88-619e-4c26-9118-dc496e235e94,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRA1,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/a8b2f096-aad4-4464-9f26-08cce3fd5ade,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRA3,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/76806bb1-0c6a-427f-b231-f33a56641a79,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRB2,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/7aae76b7-f60b-4d7b-9f2e-7fb57a1bbd08,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRB3,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/d41271f8-6015-4da3-a0bf-137f107bd918,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRD1,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/67edf228-ab8c-4512-8c1f-939655786cbe,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRD2,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/b48f8a52-e1ae-406a-9839-a148dbd7cc08,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRE1,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/fd33e4cb-8617-4e65-9e7d-8b1f955f984e,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRE3,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/c63904cc-e22c-47bc-bc29-220035b86f8b,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRF1,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/55b73dc7-244b-4976-9f4f-a088020b61ab,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRF2,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/01f990e7-a4e4-4a0f-8a13-146deb17bb36,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRF3,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/de90d2a7-002d-4525-93e5-60c3f77c6ebe,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRF4,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/b81c55c6-3a9e-4564-abab-d0b297c7d768,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRF5,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/deb2836d-1314-4b75-be84-37fa409253de,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRG2,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/ffbf55c1-c92f-402b-a297-197effbe6d41,true
not applicable,null,https://www.addgene.org/140991/,cDNA,null,null,null,pcDNA3.1-GGamma9-GFP2,null,CMV,null,not applicable,No,null,addgene,ADGRG3,https://www.nature.com/articles/s41589-020-0535-8,addgene140991,pcDNA3.1(+),null,not applicable,null,https://repo.metadatacenter.org/template-instances/e46b310b-9f8e-4a87-8777-50786628164a,true
